year,kilometers_driven,fuel_type,transmission,owner_type,mileage,engine,power,seats,price
2018,16039,0,1,3,17.1,1956.0,170.0,5.0,20751.54234436343
2017,19860,1,1,3,18.6,1197.0,81.83,5.0,7795.849691531127
2012,75391,0,1,3,13.93,2179.0,138.0,7.0,4206.393718452046
2008,78000,0,1,2,19.3,1248.0,73.9,5.0,2579.9214806505884
2016,78000,0,1,3,25.0,1396.0,69.01,5.0,2579.9214806505884
2016,52000,0,1,3,28.4,1248.0,74.0,5.0,6674.144699943914
2016,30000,1,0,3,23.1,998.0,67.04,5.0,3914.7504206393714
2016,19254,0,0,3,14.69,2993.0,258.0,5.0,53505.32809871004
2015,29651,1,1,3,16.47,1198.0,74.0,5.0,7212.563095905776
2011,80000,0,1,3,13.93,2179.0,138.03,7.0,5047.672462142456
2018,2971,1,0,3,13.6,1598.0,181.0,4.0,44587.7734155917
2015,21400,1,1,3,15.6,1196.0,70.0,5.0,4486.81996634885
2015,77000,0,1,3,26.0,1498.0,98.6,5.0,7829.500841278743
2006,80000,0,1,2,12.6,1991.0,112.0,7.0,1962.983735277622
2013,81755,0,1,3,20.0,1968.0,108.5,5.0,5328.0987100392595
2016,99593,0,1,3,11.5,2982.0,171.0,7.0,26360.067302299492
2014,39791,0,1,3,22.32,1582.0,126.32,5.0,8401.570386988222
2015,113000,0,1,3,15.1,2179.0,140.0,7.0,12170.499158721255
2017,24000,1,1,3,25.17,799.0,53.3,5.0,3925.967470555244
2015,39000,1,1,2,18.6,1197.0,81.83,5.0,7066.741446999438
2012,37000,1,0,3,15.6,1497.0,116.3,5.0,7571.508693213685
2017,61108,0,0,3,10.91,3198.0,197.0,7.0,32394.840157038696
2016,61648,1,0,3,13.7,1798.0,157.75,5.0,15961.862030286034
2012,37000,0,0,1,22.69,1995.0,190.0,5.0,16825.574873808186
2013,65000,0,1,3,23.2,1248.0,73.94,5.0,4206.393718452046
2011,148009,0,1,2,11.5,2982.0,171.0,7.0,14301.73864273696
2009,53001,1,1,3,16.1,1298.0,88.2,5.0,2187.3247335950646
2018,22345,1,1,3,20.3,1199.0,84.0,5.0,5552.439708356702
2015,50000,1,0,3,18.0,1497.0,117.3,5.0,9254.066180594504
2013,48183,0,0,3,13.2,1995.0,170.0,5.0,23544.58777341559
2010,93000,0,0,2,14.21,2143.0,203.0,5.0,19629.83735277622
2015,53500,0,1,3,28.4,1248.0,74.0,5.0,6012.338754907459
2014,17585,1,1,3,16.02,1373.0,93.7,7.0,7122.826696578799
2011,36226,1,1,3,17.01,1591.0,121.3,5.0,3309.0297251822767
2019,25899,0,0,3,12.63,2179.0,147.5,5.0,62478.968031407734
2009,60170,1,1,3,0.0,1086.0,62.0,5.0,1289.9607403252942
2017,11200,0,0,3,19.27,2143.0,167.62,5.0,42063.937184520466
2017,49045,1,1,3,20.36,1197.0,78.9,5.0,4565.339315759955
2012,45000,0,1,3,22.07,1199.0,73.9,5.0,3353.8979248457654
2017,40000,0,1,3,24.3,1248.0,88.5,5.0,8861.46943353898
2016,36600,0,1,3,19.87,1461.0,83.8,5.0,8401.570386988222
2009,117000,0,1,3,18.0,1248.0,75.0,5.0,1233.8754907459338
2016,16000,0,0,3,11.3,2987.0,254.8,7.0,62815.4795288839
2016,50000,0,1,3,25.4,1186.0,73.97,5.0,3925.967470555244
2008,150000,0,1,3,18.1,1493.0,110.0,5.0,3365.1149747616373
2014,11000,1,1,3,17.01,1591.0,121.3,5.0,6842.400448681996
2010,102016,1,1,3,15.6,1196.0,70.0,5.0,2523.836231071228
2016,38000,0,1,3,25.2,1248.0,74.0,5.0,6674.144699943914
2013,71491,0,1,3,23.08,1461.0,63.12,5.0,5552.439708356702
2015,46354,1,1,2,16.47,1198.0,74.0,5.0,6158.160403813797
2019,87000,0,0,3,22.69,1995.0,190.0,5.0,7481.772293886707
2015,20765,1,1,3,15.0,1598.0,103.52,5.0,7010.656197420078
2014,51076,0,0,3,12.07,2967.0,241.4,7.0,39125.07010656198
2016,84085,0,1,3,26.21,1248.0,88.5,5.0,7739.7644419517665
2014,55000,0,1,3,25.1,1498.0,98.6,5.0,6719.012899607403
2010,73000,1,0,3,10.93,3498.0,272.0,5.0,11665.73191250701
2012,50001,0,0,3,14.57,2967.0,241.38,5.0,32529.444756029163
2016,93166,0,1,2,14.02,2179.0,118.3,7.0,6561.974200785193
2006,99583,1,0,1,12.0,1493.0,100.0,5.0,2478.9680314077395
2010,72000,1,1,3,15.5,1586.0,103.3,5.0,2692.09197980931
2009,70000,1,1,1,14.53,1798.0,138.1,5.0,3365.1149747616373
2012,61000,1,0,2,14.4,1598.0,103.6,5.0,4206.393718452046
2015,66510,1,1,3,21.1,814.0,55.2,5.0,3309.0297251822767
2011,84062,0,1,3,20.0,1968.0,108.5,5.0,6505.888951205832
2012,80799,0,1,3,22.9,1248.0,74.0,5.0,5496.354458777342
2018,5000,1,0,3,14.28,1798.0,138.03,5.0,19012.89960740325
2013,92000,0,1,3,12.99,2494.0,100.0,8.0,14021.312394840155
2017,53000,0,1,3,27.28,1047.0,69.0,5.0,5608.5249579360625
2015,39822,1,1,3,15.41,1598.0,103.52,5.0,5249.579360628154
2016,29000,0,0,3,10.91,3198.0,197.0,7.0,33426.80874929893
2017,24214,1,1,2,25.17,799.0,53.3,5.0,3881.099270891755
2012,75000,0,1,3,23.0,1396.0,90.0,5.0,4486.81996634885
2012,77216,0,1,2,17.5,1896.0,106.0,5.0,5047.672462142456
2013,74290,0,1,3,21.43,1364.0,87.2,5.0,6584.408300616938
2015,61000,0,1,3,15.4,2179.0,120.0,8.0,10656.197420078519
2013,44000,0,0,3,14.16,1968.0,174.3,5.0,36455.412226584405
2014,74041,0,1,3,18.2,1248.0,73.8,8.0,4352.215367358384
2013,85846,0,0,3,22.69,1995.0,190.0,5.0,14671.901289960739
2012,52000,0,1,3,21.64,1461.0,84.8,5.0,3925.967470555244
2010,47000,1,1,2,12.8,2354.0,177.6,5.0,3925.967470555244
2010,72010,0,1,3,16.8,1493.0,110.0,5.0,4991.587212563096
2015,15000,1,1,3,16.8,796.0,34.2,8.0,2636.0067302299494
2012,24720,0,0,2,0.0,2967.0,241.4,5.0,31407.73976444195
2007,75000,1,1,2,16.6,1388.0,68.0,5.0,2243.409983174425
2015,57000,0,1,3,22.54,1396.0,88.73,5.0,7122.826696578799
2015,41057,0,0,3,13.0,2143.0,201.1,5.0,27627.593942793043
2016,20000,0,1,3,22.77,1498.0,98.59,5.0,8861.46943353898
2011,52359,1,1,3,18.5,1197.0,80.0,5.0,3645.541222658441
2016,17000,1,1,2,17.8,1497.0,117.3,5.0,9254.066180594504
2011,39002,0,1,3,23.08,1461.0,63.1,5.0,3196.8592260235555
2010,129986,0,1,2,20.0,1399.0,68.0,5.0,3589.45597307908
2013,45000,1,1,3,18.44,1198.0,75.0,5.0,1962.983735277622
2009,82002,1,1,2,12.8,2354.0,177.6,5.0,6449.803701626472
2010,67000,1,0,3,13.7,1798.0,157.75,5.0,5272.013460459899
2017,21260,1,1,3,14.0,796.0,35.0,5.0,3252.944475602916
2012,55362,0,1,3,21.9,1396.0,88.8,5.0,4767.246214245653
2017,13000,0,0,3,17.01,1582.0,126.2,5.0,16264.722378014581
2016,45725,0,1,3,25.2,1248.0,74.0,5.0,5989.904655075715
2014,105000,0,1,3,25.2,1248.0,74.0,5.0,4318.5642176107685
2016,135000,0,1,3,24.4,1120.0,71.0,5.0,4711.160964666293
2016,67000,0,1,3,20.77,1248.0,88.7,7.0,7571.508693213685
2016,90000,0,0,3,10.91,3198.0,197.2,7.0,29164.329781267526
2019,32251,0,1,3,22.54,1396.0,88.73,5.0,9657.879977565899
2009,47000,1,1,3,19.0,998.0,67.1,5.0,1637.6892877173302
2011,75308,0,1,2,21.1,1248.0,73.9,5.0,3140.773976444195
2014,58000,1,1,3,17.0,1497.0,118.0,5.0,6135.726303982053
2009,60000,1,1,3,17.5,1298.0,85.8,5.0,2748.177229388671
2014,45000,0,0,3,17.05,1995.0,184.0,5.0,24116.657319125068
2010,41195,1,1,3,15.0,1368.0,90.0,5.0,1547.9528883903533
2016,89000,0,1,3,16.0,2179.0,140.0,7.0,15143.01738642737
2009,60510,1,0,2,16.95,1197.0,78.9,5.0,3477.2854739203585
2016,8500,1,1,3,21.4,1197.0,83.1,5.0,6158.160403813797
2017,35981,0,1,3,24.3,1248.0,88.5,5.0,10667.41446999439
2012,23152,1,1,3,15.6,1196.0,70.02,5.0,2680.8749298934376
2014,61529,1,0,3,18.19,1197.0,103.5,5.0,6337.63320246775
2010,91596,0,1,3,14.95,2489.0,93.7,7.0,2075.154234436343
2019,14298,1,0,3,13.33,2995.0,340.0,5.0,2265.844083006169
2013,83327,0,1,3,19.3,1248.0,73.9,5.0,6505.888951205832
2017,22857,1,1,3,16.2,1199.0,74.0,5.0,7739.7644419517665
2013,34620,1,1,2,17.01,1591.0,121.3,5.0,6001.121704991587
2010,56000,1,1,3,19.81,1086.0,68.05,5.0,3196.8592260235555
2014,81000,0,0,3,13.0,2143.0,204.0,5.0,25518.788558609085
1998,95150,1,1,1,17.3,993.0,60.0,5.0,504.76724621424563
2013,32776,1,1,3,20.36,1197.0,78.9,5.0,5204.711160964665
2016,51587,0,1,3,25.8,1498.0,98.6,5.0,5911.385305664609
2016,36000,0,1,3,14.1,2179.0,148.0,7.0,11217.049915872125
2015,22000,1,1,3,18.5,1198.0,86.8,5.0,4430.73471676949
2010,30754,1,1,3,17.0,1197.0,80.0,5.0,3791.3628715647783
2018,37109,1,1,3,14.69,1390.0,120.33,5.0,18844.64385866517
2010,45000,1,1,3,16.7,1198.0,88.8,5.0,2232.192933258553
2017,33284,1,1,3,18.9,1197.0,82.0,5.0,6550.757150869321
2016,55115,0,0,3,14.74,2993.0,270.9,5.0,40549.635445877735
2014,18000,0,0,3,16.36,2179.0,187.7,5.0,28827.818283791363
2013,130790,0,1,3,16.0,2179.0,140.0,7.0,10364.554122265843
2015,16607,0,1,3,22.7,1598.0,118.0,5.0,8581.043185642176
2015,32205,0,0,3,17.11,1968.0,174.33,5.0,28390.35333707235
2013,67000,0,1,3,19.01,1461.0,108.45,5.0,5328.0987100392595
2014,57676,1,1,3,19.1,1197.0,85.8,5.0,7504.206393718451
2012,41000,1,1,3,16.47,1198.0,73.9,5.0,3477.2854739203585
2012,65000,1,1,3,19.7,796.0,35.0,8.0,1738.6427369601793
2019,12153,1,0,3,18.9,1197.0,81.86,5.0,7672.462142456533
2014,16810,1,1,3,25.4,624.0,37.5,4.0,1794.72798653954
2017,61221,1,0,3,17.84,1395.0,147.51,5.0,24374.649467190127
2015,22000,1,1,3,16.47,1198.0,74.0,5.0,5328.0987100392595
2015,63714,1,1,3,22.74,796.0,47.3,5.0,2748.177229388671
2019,14857,0,0,3,20.7,1496.0,113.98,5.0,35389.79248457655
2012,69000,0,0,2,15.2,1968.0,140.8,5.0,11497.476163768928
2019,14648,0,1,3,12.62,2198.0,158.0,7.0,30689.848569826132
2013,100000,1,1,2,15.8,1499.0,110.0,5.0,7291.082445316882
2016,22000,1,1,3,18.9,1197.0,82.0,5.0,4767.246214245653
2014,10000,1,1,3,18.2,1199.0,82.4,5.0,6169.377453729669
2015,107000,1,1,3,20.85,1197.0,83.14,5.0,4486.81996634885
2017,48198,1,1,3,17.57,1193.0,88.7,5.0,5215.928210880539
2015,15000,0,0,3,19.27,2143.0,170.0,5.0,31968.592260235557
2014,80073,0,1,3,17.3,1998.0,163.7,5.0,7975.322490185081
2013,85388,0,1,3,21.1,1248.0,73.9,5.0,4374.649467190129
2017,14700,1,1,3,18.9,1197.0,81.86,5.0,6281.54795288839
2012,150000,0,1,1,28.4,1248.0,73.75,5.0,2523.836231071228
2011,34994,0,1,3,22.32,1582.0,126.32,5.0,4374.649467190129
2014,82536,0,0,3,14.74,2993.0,270.9,5.0,32114.413909141895
2013,82000,1,0,3,13.7,1798.0,157.75,5.0,8132.361189007291
2006,52000,1,1,2,18.9,998.0,67.1,5.0,2243.409983174425
2011,20000,1,1,3,16.47,1198.0,73.9,5.0,3925.967470555244
2011,55000,1,1,3,14.8,1799.0,130.2,5.0,5608.5249579360625
2014,52000,1,1,3,22.5,998.0,67.04,5.0,3869.8822209758832
2013,43284,0,1,3,23.4,1248.0,74.0,5.0,5047.672462142456
2018,23875,1,0,3,13.0,1591.0,121.3,5.0,16107.68367919237
2016,51866,1,1,3,18.9,1197.0,82.0,5.0,6169.377453729669
2013,69000,0,1,3,23.08,1461.0,63.1,5.0,3365.1149747616373
2017,62788,1,1,3,18.9,1197.0,81.86,5.0,6819.966348850252
2013,150000,0,1,3,20.54,1598.0,103.6,5.0,5608.5249579360625
2015,47566,0,0,3,12.55,2982.0,168.5,7.0,22714.52607964105
2018,20300,0,0,3,11.36,2755.0,171.5,7.0,20190.689848569826
2015,48300,0,0,3,20.0,2143.0,107.3,5.0,19629.83735277622
2013,30000,1,1,3,21.1,814.0,55.2,5.0,2355.5804823331464
2012,36000,0,1,2,22.7,1582.0,126.24,5.0,8412.787436904093
2015,27641,0,0,2,20.7,1496.0,113.98,4.0,27784.632641615255
2015,60000,0,1,3,19.64,1461.0,108.45,5.0,9702.748177229389
2019,9000,0,0,3,10.91,3198.0,197.0,7.0,39820.52720134604
2014,60750,1,1,3,14.28,1798.0,138.03,5.0,11777.902411665731
2018,9000,0,1,3,14.0,2179.0,155.0,7.0,14582.164890633763
2012,41100,0,0,3,16.77,2993.0,261.49,5.0,29725.182277061132
2004,60000,1,1,2,17.3,1061.0,64.0,5.0,1570.3869882220974
2017,38424,1,1,3,17.8,1497.0,117.3,5.0,8424.004486819966
2014,50000,0,1,3,22.9,1248.0,74.0,5.0,4823.331463825014
2015,19000,1,0,3,18.0,1497.0,117.3,5.0,10039.25967470555
2015,58734,0,1,3,20.77,1248.0,88.76,7.0,7750.981491867638
2016,65257,0,1,3,19.01,1461.0,108.45,5.0,10936.623667975322
2010,130000,0,1,2,19.3,1248.0,73.9,5.0,4486.81996634885
2011,79000,0,1,3,23.2,1248.0,73.94,5.0,4094.2232192933257
2013,78000,0,1,3,15.1,2179.0,140.0,7.0,12058.328659562534
2015,49133,1,1,3,19.4,1198.0,86.8,5.0,5058.889512058328
2016,22769,0,0,3,0.0,2987.0,165.0,5.0,55210.3196859226
2014,54448,0,1,3,21.02,1248.0,88.8,5.0,4150.308468872686
2015,62088,1,1,3,18.6,1197.0,85.8,5.0,4655.075715086932
2012,14800,1,1,3,17.01,1591.0,121.3,5.0,4935.501962983735
2015,26000,1,1,3,17.3,1497.0,117.3,7.0,4767.246214245653
2017,32005,1,1,3,18.0,1198.0,86.7,5.0,4767.246214245653
2017,35000,1,0,3,18.0,1497.0,117.3,5.0,8637.128435221537
2015,52000,0,0,3,12.7,2179.0,187.7,5.0,44587.7734155917
2017,11000,1,1,3,17.4,1497.0,117.3,5.0,9534.492428491307
2008,62000,1,0,3,9.5,2997.0,231.1,5.0,7851.934941110488
2002,65134,1,1,1,13.8,1299.0,70.0,5.0,897.36399326977
2013,71000,0,1,3,13.0,2982.0,168.5,7.0,17106.00112170499
2008,51366,1,1,3,19.0,998.0,66.1,5.0,2523.836231071228
2016,46300,0,1,3,14.07,1948.0,83.1,7.0,5440.26920919798
2012,60908,1,0,2,15.6,1497.0,116.3,5.0,7201.346045989904
2012,93450,0,1,2,23.19,1461.0,63.12,5.0,2804.2624789680312
2011,104000,0,0,3,19.08,1582.0,126.32,5.0,6449.803701626472
2003,52000,1,1,3,16.1,796.0,37.0,4.0,560.8524957936063
2015,42999,0,1,3,15.1,2179.0,140.0,7.0,12922.041503084687
2014,90000,0,1,3,21.5,1248.0,88.8,5.0,5047.672462142456
2013,72000,1,0,3,15.0,1396.0,98.6,5.0,5328.0987100392595
2019,54321,0,1,3,19.67,1582.0,126.2,5.0,15187.885586090857
2015,59630,0,0,3,13.0,2143.0,201.1,5.0,26259.113853056646
2013,116000,0,0,2,12.55,2982.0,168.5,7.0,21592.82108805384
2015,34000,0,0,3,9.0,1984.0,181.0,5.0,22434.09983174425
2011,70000,0,0,3,14.21,2143.0,203.0,5.0,14582.164890633763
2010,80000,1,1,3,10.2,2354.0,180.0,5.0,4475.6029164329775
2015,110000,0,1,3,25.8,1498.0,98.6,5.0,5215.928210880539
2013,56454,0,1,3,28.4,1248.0,73.75,5.0,5215.928210880539
2013,60000,1,1,3,18.6,1197.0,85.8,5.0,3533.370723499719
2013,56000,1,0,3,14.53,1798.0,138.1,5.0,9254.066180594504
2012,63000,0,0,2,11.49,4367.0,335.3,5.0,72910.82445316881
2012,63000,0,1,3,22.9,1248.0,74.0,5.0,5047.672462142456
2017,15050,0,1,3,16.3,1956.0,170.0,5.0,19629.83735277622
2016,29401,1,1,3,20.4,1197.0,81.8,5.0,4834.548513740885
2016,25238,1,1,3,18.7,1199.0,88.7,5.0,6954.570947840717
2011,58752,1,1,3,16.47,1198.0,73.9,5.0,3724.0605720695453
2011,62000,1,0,3,12.9,1799.0,130.0,5.0,4206.393718452046
2013,132000,1,1,3,16.78,1496.0,88.73,5.0,5272.013460459899
2016,51000,1,1,3,17.01,1591.0,121.3,5.0,7291.082445316882
2016,61717,0,1,3,22.7,1598.0,118.0,5.0,10028.04262478968
2018,8896,1,1,3,19.0,1194.0,94.68,5.0,8233.31463825014
2016,17000,1,1,3,21.4,1197.0,83.1,5.0,7739.7644419517665
2016,31378,1,1,3,18.2,1199.0,88.7,5.0,6618.059450364553
2013,114000,0,0,3,22.32,1582.0,126.3,5.0,7571.508693213685
2014,81000,0,1,3,25.8,1498.0,98.6,5.0,4598.990465507571
2017,31000,0,0,3,18.51,1968.0,147.51,5.0,30286.03477285474
2014,35000,1,1,3,15.0,1598.0,103.52,5.0,5047.672462142456
2013,60001,0,0,3,17.11,1968.0,174.33,5.0,16264.722378014581
2014,75074,0,1,3,23.4,1248.0,74.0,5.0,5888.9512058328655
2012,80000,0,1,2,22.3,1248.0,74.0,5.0,1346.045989904655
2006,147350,0,1,2,12.99,2494.0,100.6,8.0,5552.439708356702
2013,60000,0,1,3,19.64,1461.0,108.45,5.0,8412.787436904093
2015,7501,1,0,3,10.0,2996.0,333.0,4.0,53841.8395961862
2015,58000,0,1,3,25.8,1498.0,98.6,5.0,4991.587212563096
2018,29277,0,0,3,11.57,2987.0,254.79,5.0,66909.70274817722
2015,57034,0,1,3,23.2,1248.0,73.94,5.0,4913.06786315199
2016,40810,0,1,3,28.09,1248.0,88.5,5.0,8861.46943353898
2008,35268,1,1,2,0.0,1086.0,62.0,5.0,2108.8053841839596
2008,81000,0,0,2,18.48,1995.0,190.0,5.0,11777.902411665731
2018,34630,1,0,3,21.4,1197.0,83.1,5.0,8177.229388670779
2012,45122,0,1,3,23.5,1498.0,88.7,5.0,6730.229949523275
2011,126000,0,1,1,16.0,2179.0,140.0,7.0,7515.423443634324
2009,63000,1,1,3,19.7,796.0,46.3,5.0,1682.5574873808187
2016,32298,0,0,3,20.7,1496.0,113.98,4.0,26696.578799775656
2014,63288,0,1,3,15.1,2179.0,140.0,7.0,8715.647784632642
2012,43337,1,1,3,17.92,1086.0,62.1,5.0,3724.0605720695453
2015,46561,0,1,3,22.9,1248.0,74.0,5.0,5541.22265844083
2013,34000,0,0,2,20.0,2143.0,107.3,5.0,12338.754907459337
2016,48000,1,1,3,25.17,799.0,53.3,5.0,3813.7969713965226
2013,56263,0,1,3,22.9,1248.0,74.0,5.0,4677.509814918676
2005,84060,1,1,2,17.3,993.0,60.0,5.0,1402.1312394840156
2016,9000,1,0,3,18.9,1197.0,82.0,5.0,6113.292204150308
2012,79000,0,1,3,21.12,1248.0,88.8,5.0,2905.2159282108805
2015,87900,0,1,3,16.0,2179.0,140.0,7.0,13471.676948962422
2010,72425,1,1,2,17.5,1197.0,85.8,5.0,2748.177229388671
2015,38000,0,0,3,15.73,1968.0,174.33,5.0,32529.444756029163
2010,107000,0,0,3,14.84,2143.0,170.0,5.0,13449.242849130678
2015,51000,1,0,3,18.0,1497.0,117.3,5.0,8861.46943353898
2010,140000,0,1,1,12.8,2494.0,102.0,7.0,7010.656197420078
2011,48000,1,1,2,18.6,1199.0,79.4,5.0,2019.0689848569825
2015,31000,1,1,3,18.7,1199.0,88.7,5.0,5496.354458777342
2010,75055,1,1,3,18.06,1198.0,75.0,5.0,2523.836231071228
2017,51210,1,0,3,19.12,1373.0,91.1,5.0,9971.957375210319
2012,87000,0,0,3,12.55,2982.0,168.5,7.0,16825.574873808186
2018,17000,0,1,3,26.1,1498.0,99.0,5.0,6337.63320246775
2014,57000,0,1,3,20.77,1248.0,88.8,7.0,7851.934941110488
2016,9370,1,1,3,22.74,796.0,47.3,5.0,3309.0297251822767
2013,53226,1,1,3,19.4,1198.0,86.8,5.0,3701.6264722378014
2010,120000,0,1,2,16.2,1493.0,110.0,5.0,3925.967470555244
2007,75055,1,1,3,12.8,1493.0,100.0,5.0,2579.9214806505884
2017,37247,0,1,3,19.67,1582.0,126.2,5.0,15356.141334828939
2013,64000,0,1,3,23.59,1364.0,67.06,5.0,3477.2854739203585
2014,12000,1,1,3,13.44,2359.0,198.25,5.0,14301.73864273696
2017,40158,0,1,3,19.67,1582.0,126.2,5.0,15423.443634324172
2017,11000,1,1,3,18.7,1199.0,88.7,5.0,7571.508693213685
2014,70010,0,1,3,20.54,1598.0,103.6,5.0,5888.9512058328655
2015,82000,0,1,3,16.0,2179.0,140.0,7.0,9814.91867638811
2017,57259,0,1,3,18.49,1493.0,100.0,7.0,9949.523275378573
2010,84000,1,0,2,11.1,2354.0,142.0,5.0,7291.082445316882
2012,73670,0,1,3,12.83,2696.0,162.0,7.0,14021.312394840155
2014,89540,0,0,3,12.55,2982.0,168.5,7.0,18844.64385866517
2016,85423,0,1,3,20.77,1248.0,88.8,7.0,9814.91867638811
2013,48823,0,0,3,19.5,1582.0,126.24,5.0,9534.492428491307
2011,35082,1,1,3,20.36,1197.0,78.9,5.0,2478.9680314077395
2012,126000,1,1,3,16.8,796.0,34.2,5.0,1794.72798653954
2016,19000,1,0,3,15.5,1198.0,86.7,5.0,7010.656197420078
2007,69000,1,0,2,12.9,1799.0,130.0,5.0,2523.836231071228
2019,29836,0,0,3,17.9,2143.0,136.0,5.0,28883.90353337072
2010,48002,1,1,2,13.14,1798.0,157.8,5.0,7571.508693213685
2015,52324,0,1,3,28.09,1248.0,88.5,5.0,7010.656197420078
2013,65000,0,1,3,22.7,1498.0,89.84,5.0,5720.695457094783
2009,66000,0,0,2,8.7,2987.0,224.34,5.0,12058.328659562534
2016,75700,0,1,3,24.0,1120.0,70.0,5.0,6393.718452047111
2013,43000,0,1,3,20.5,1598.0,105.0,5.0,6674.144699943914
2012,42706,0,1,3,25.44,936.0,56.3,5.0,2692.09197980931
2013,35000,0,1,3,17.21,1493.0,100.0,7.0,3914.7504206393714
2011,54348,1,0,3,19.2,1197.0,80.0,5.0,4486.81996634885
2013,84000,0,1,3,23.59,1364.0,67.04,5.0,4318.5642176107685
2010,63298,1,0,3,14.53,1794.0,138.1,5.0,4430.73471676949
2013,75049,1,1,2,20.36,1197.0,78.9,5.0,3365.1149747616373
2018,24237,1,1,3,18.16,1196.0,86.8,5.0,7515.423443634324
2016,22767,1,1,3,18.5,1197.0,85.8,5.0,6887.2686483454845
2012,58000,1,0,2,15.0,1396.0,98.6,5.0,4935.501962983735
2017,57000,0,1,3,26.59,1248.0,74.0,5.0,4767.246214245653
2010,50161,1,0,3,8.77,4395.0,402.0,5.0,29085.81043185642
2016,45000,0,1,3,22.7,1598.0,118.0,5.0,7851.934941110488
2017,68319,0,0,3,12.55,2982.0,168.5,7.0,28177.229388670778
2017,30711,1,1,3,20.3,998.0,68.05,5.0,4991.587212563096
2011,38277,0,1,3,21.9,1396.0,90.0,5.0,2692.09197980931
2012,115000,0,1,2,20.54,1598.0,103.6,5.0,4856.98261357263
2017,46849,1,0,3,18.5,1197.0,83.14,5.0,7773.415591699382
2014,64000,0,1,3,21.9,1396.0,90.0,5.0,4767.246214245653
2010,130923,0,0,3,14.21,2143.0,203.0,5.0,14021.312394840155
2015,15000,1,1,3,18.9,1197.0,82.0,5.0,5496.354458777342
2014,32720,0,1,3,23.0,1396.0,90.0,5.0,5047.672462142456
2016,12500,1,1,3,25.17,799.0,53.3,5.0,3365.1149747616373
2015,59800,1,0,3,16.9,1197.0,82.0,5.0,6505.888951205832
2011,54211,1,1,3,15.04,1598.0,103.6,5.0,3735.2776219854177
2015,62242,0,0,3,14.39,1998.0,163.7,5.0,7425.687044307347
2015,54000,0,1,2,19.01,1461.0,108.5,5.0,6449.803701626472
2012,65000,0,1,3,22.32,1582.0,126.32,5.0,6954.570947840717
2015,55000,1,0,3,23.1,998.0,67.04,5.0,3925.967470555244
2010,71000,1,1,3,18.9,998.0,67.1,5.0,2243.409983174425
2012,70000,0,1,3,21.9,1396.0,88.8,5.0,4486.81996634885
2011,53000,1,0,3,12.3,1781.0,163.2,5.0,10656.197420078519
2013,43000,0,0,3,17.05,1995.0,184.0,5.0,19629.83735277622
2015,54000,1,0,3,14.3,1598.0,103.52,5.0,6853.617498597869
2014,51000,1,1,3,20.36,1197.0,78.9,5.0,4206.393718452046
2007,78000,0,1,2,10.5,2835.0,107.2,6.0,6954.570947840717
2014,25000,0,1,3,26.0,1498.0,98.6,5.0,6898.485698261356
2012,12600,1,1,3,20.92,998.0,67.1,5.0,2692.09197980931
2009,80000,0,1,0,17.8,1248.0,75.0,5.0,2411.665731912507
2016,21000,1,1,3,18.9,1197.0,82.0,5.0,4206.393718452046
2011,32000,1,1,2,15.6,1196.0,70.0,5.0,2411.665731912507
2015,50000,1,1,3,18.9,1197.0,81.86,5.0,5328.0987100392595
2010,47500,1,1,3,15.5,1586.0,103.3,5.0,2748.177229388671
2017,7500,1,1,3,17.4,1497.0,117.3,5.0,12507.010656197419
2016,68163,0,0,3,19.6,1461.0,108.45,5.0,9983.174425126192
2014,61000,0,1,3,25.8,1498.0,98.6,5.0,4879.416713404374
2015,100000,0,1,2,12.99,2494.0,100.6,7.0,13460.45989904655
2009,61500,0,0,2,16.07,1995.0,181.0,5.0,9534.492428491307
2017,42883,1,1,3,19.81,1086.0,68.05,5.0,4789.680314077396
2012,97000,0,1,2,20.45,1461.0,83.8,5.0,4767.246214245653
2010,39525,1,0,3,11.3,2360.0,170.0,5.0,10375.771172181716
2017,35384,0,1,3,24.3,1248.0,88.5,5.0,9657.879977565899
2010,46000,0,0,3,11.8,2987.0,261.0,7.0,31407.73976444195
2018,32189,0,1,3,23.0,1498.0,98.96,5.0,10375.771172181716
2016,27000,0,0,3,19.08,1582.0,126.2,5.0,9646.662927650028
2018,22734,1,1,3,16.47,1198.0,74.0,5.0,8446.43858665171
2014,58002,0,1,3,19.64,1461.0,108.45,5.0,6449.803701626472
2012,31500,1,0,3,16.5,1198.0,86.8,5.0,4655.075715086932
2017,30933,1,1,3,18.16,1196.0,86.8,5.0,6550.757150869321
2012,27090,0,0,3,18.53,1968.0,187.74,5.0,18508.132361189007
2015,29500,0,0,3,15.97,2993.0,258.0,7.0,48233.314638250136
2013,45000,1,1,3,20.36,1197.0,78.9,5.0,3982.0527201346044
2018,11691,1,1,3,18.6,1197.0,81.83,5.0,9983.174425126192
2006,121000,0,1,2,16.4,1896.0,90.0,5.0,2804.2624789680312
2010,118077,0,1,3,16.2,1493.0,110.0,5.0,4318.5642176107685
2012,36300,1,0,1,17.1,1591.0,121.4,5.0,8412.787436904093
2005,90000,1,1,2,15.3,1341.0,61.0,5.0,2019.0689848569825
2010,78000,0,1,3,20.0,1399.0,68.0,5.0,2523.836231071228
2015,42000,0,0,3,17.68,1968.0,174.33,5.0,27201.346045989903
2015,27000,1,1,3,16.47,1198.0,74.0,5.0,4879.416713404374
